SN,Code,Name
1255,SAGARDEEP,Sagardeep Alloys Limited
1256,SAGCEM,Sagar Cements Limited
1257,SAIL,Steel Authority of India Limited
1258,SAKAR,Sakar Healthcare Limited
1259,SAKHTISUG,Sakthi Sugars Limited
1260,SAKSOFT,Saksoft Limited
1261,SAKUMA,Sakuma Exports Limited
1262,SALASAR,Salasar Techno Engineering Limited
1263,SALONA,Salona Cotspin Limited
1264,SALSTEEL,S.A.L. Steel Limited
1265,SALZERELEC,Salzer Electronics Limited
1266,SAMBHAAV,Sambhaav Media Limited
1267,SANCO,Sanco Industries Limited
1268,SANDESH,The Sandesh Limited
1269,SANDHAR,Sandhar Technologies Limited
1270,SANGAMIND,Sangam (India) Limited
1271,SANGHIIND,Sanghi Industries Limited
1272,SANGHVIFOR,Sanghvi Forging and Engineering Limited
1273,SANGHVIMOV,Sanghvi Movers Limited
1274,SANGINITA,Sanginita Chemicals Limited
1275,SANOFI,Sanofi India Limited
1276,SANWARIA,Sanwaria Consumer Limited
1277,SARDAEN,Sarda Energy & Minerals Limited
1278,SAREGAMA,Saregama India Limited
1279,SARLAPOLY,Sarla Performance Fibers Limited
1280,SASKEN,Sasken Technologies Limited
1281,SASTASUNDR,Sastasundar Ventures Limited
1282,SATIA,Satia Industries Limited
1283,SATIN,Satin Creditcare Network Limited
1284,SBICARD,SBI Cards and Payment Services Limited
1285,SBILIFE,SBI Life Insurance Company Limited
1286,SBIN,State Bank of India
1287,SCAPDVR,Stampede Capital Limited
1288,SCHAEFFLER,Schaeffler India Limited
1289,SCHAND,S Chand And Company Limited
1290,SCHNEIDER,Schneider Electric Infrastructure Limited
1291,SCI,Shipping Corporation Of India Limited
1292,SDBL,Som Distilleries & Breweries Limited
1293,SEAMECLTD,Seamec Limited
1294,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED
1295,SELAN,Selan Exploration Technology Limited
1296,SELMCL,SEL Manufacturing Company Limited
1297,SEPOWER,S.E. Power Limited
1298,SEQUENT,Sequent Scientific Limited
1299,SESHAPAPER,Seshasayee Paper and Boards Limited
1300,SETCO,Setco Automotive Limited
1301,SETUINFRA,Setubandhan Infrastructure Limited
1302,SEYAIND,Seya Industries Limited
1303,SEZAL,Sezal Glass Limited
1304,SFL,Sheela Foam Limited
1305,SGL,STL Global Limited
1306,SHAHALLOYS,Shah Alloys Limited
1307,SHAKTIPUMP,Shakti Pumps (India) Limited
1308,SHALBY,Shalby Limited
1309,SHALPAINTS,Shalimar Paints Limited
1310,SHANKARA,Shankara Building Products Limited
1311,SHANTIGEAR,Shanthi Gears Limited
1312,SHARDACROP,Sharda Cropchem Limited
1313,SHARDAMOTR,Sharda Motor Industries Limited
1314,SHAREINDIA,Share India Securities Limited
1315,SHEMAROO,Shemaroo Entertainment Limited
1316,SHIL,Somany Home Innovation Limited
1317,SHILPAMED,Shilpa Medicare Limited
1318,SHIVAMAUTO,Shivam Autotech Limited
1319,SHIVAMILLS,Shiva Mills Limited
1320,SHIVATEX,Shiva Texyarn Limited
1321,SHK,S H Kelkar and Company Limited
1322,SHOPERSTOP,Shoppers Stop Limited
1323,SHRADHA,Shradha Infraprojects Limited
1324,SHREDIGCEM,Shree Digvijay Cement Co.Ltd
1325,SHREECEM,SHREE CEMENT LIMITED
1326,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited
1327,SHREERAMA,Shree Rama Multi-Tech Limited
1328,SHRENIK,Shrenik Limited
1329,SHREYANIND,Shreyans Industries Limited
1330,SHREYAS,Shreyas Shipping & Logistics Limited
1331,SHRIPISTON,Shriram Pistons & Rings Limited
1332,SHRIRAMCIT,Shriram City Union Finance Limited
1333,SHRIRAMEPC,Shriram EPC Limited
1334,SHYAMCENT,Shyam Century Ferrous Limited
1335,SHYAMTEL,Shyam Telecom Limited
1336,SICAGEN,Sicagen India Limited
1337,SICAL,Sical Logistics Limited
1338,SIEMENS,Siemens Limited
1339,SIGIND,Signet Industries Limited
1340,SIL,Standard Industries Limited
1341,SILGO,Silgo Retail Limited
1342,SILINV,SIL Investments Limited
1343,SILLYMONKS,Silly Monks Entertainment Limited
1344,SIMBHALS,Simbhaoli Sugars Limited
1345,SIMPLEXINF,Simplex Infrastructures Limited
1346,SINTERCOM,Sintercom India Limited
1347,SINTEX,Sintex Industries Limited
1348,SIRCA,Sirca Paints India Limited
1349,SIS,SIS LIMITED
1350,SITINET,Siti Networks Limited
1351,SIYSIL,Siyaram Silk Mills Limited
1352,SJVN,SJVN Limited
1353,SKFINDIA,SKF India Limited
1354,SKIL,SKIL Infrastructure Limited
1355,SKIPPER,Skipper Limited
1356,SKMEGGPROD,SKM Egg Products Export (India) Limited
1357,SMARTLINK,Smartlink Holdings Limited
1358,SMCGLOBAL,SMC Global Securities Limited
1359,SMLISUZU,SML Isuzu Limited
1360,SMSLIFE,SMS Lifesciences India Limited
1361,SMSPHARMA,SMS Pharmaceuticals Limited
1362,SNOWMAN,Snowman Logistics Limited
1363,SOBHA,Sobha Limited
1364,SOLARA,Solara Active Pharma Sciences Limited
1365,SOLARINDS,Solar Industries India Limited
1366,SOMANYCERA,Somany Ceramics Limited
1367,SOMATEX,Soma Textiles & Industries Limited
1368,SOMICONVEY,Somi Conveyor Beltings Limited
1369,SONATSOFTW,Sonata Software Limited
1370,SORILINFRA,SORIL Infra Resources Limited
1371,SOTL,Savita Oil Technologies Limited
1372,SOUTHBANK,The South Indian Bank Limited
1373,SOUTHWEST,South West Pinnacle Exploration Limited
1374,SPAL,S. P. Apparels Limited
1375,SPANDANA,Spandana Sphoorty Financial Limited
1376,SPARC,Sun Pharma Advanced Research Company Limited
1377,SPECIALITY,Speciality Restaurants Limited
1378,SPENCERS,Spencer's Retail Limited
1379,SPENTEX,Spentex Industries Limited
1380,SPIC,Southern Petrochemicals Industries Corporation  Limited
1381,SPICEJET,SPICEJET LTD
1382,SPLIL,SPL Industries Limited
1383,SPMLINFRA,SPML Infra Limited
1384,SPTL,Sintex Plastics Technology Limited
1385,SPYL,Shekhawati Poly-Yarn Limited
1386,SREEL,Sreeleathers Limited
1387,SREINFRA,SREI Infrastructure Finance Limited
1388,SRF,SRF Limited
1389,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited
1390,SRIPIPES,Srikalahasthi Pipes Limited
1391,SRPL,Shree Ram Proteins Limited
1392,SRTRANSFIN,Shriram Transport Finance Company Limited
1393,SSWL,Steel Strips Wheels Limited
1394,STAR,Strides Pharma Science Limited
1395,STARCEMENT,Star Cement Limited
1396,STARPAPER,Star Paper Mills Limited
1397,STCINDIA,The State Trading Corporation of India Limited
1398,STEELCITY,Steel City Securities Limited
1399,STEELXIND,STEEL EXCHANGE INDIA LIMITED
1400,STEL,Stel Holdings Limited
1401,STERTOOLS,Sterling Tools Limited
1402,STLTECH,Sterlite Technologies Limited
1403,STOVEKRAFT,Stove Kraft Limited
1404,SUBCAPCITY,International Constructions Limited
1405,SUBEXLTD,Subex Limited
1406,SUBROS,Subros Limited
1407,SUDARSCHEM,Sudarshan Chemical Industries Limited
1408,SUMICHEM,Sumitomo Chemical India Limited
1409,SUMIT,Sumit Woods Limited
1410,SUMMITSEC,Summit Securities Limited
1411,SUNCLAYLTD,Sundaram Clayton Limited
1412,SUNDARAM,Sundaram Multi Pap Limited
1413,SUNDARMFIN,Sundaram Finance Limited
1414,SUNDARMHLD,Sundaram Finance Holdings Limited
1415,SUNDRMBRAK,Sundaram Brake Linings Limited
1416,SUNDRMFAST,Sundram Fasteners Limited
1417,SUNFLAG,Sunflag Iron And Steel Company Limited
1418,SUNPHARMA,Sun Pharmaceutical Industries Limited
1419,SUNTECK,Sunteck Realty Limited
1420,SUNTV,Sun TV Network Limited
1421,SUPERHOUSE,Superhouse Limited
1422,SUPERSPIN,Super Spinning Mills Limited
1423,SUPPETRO,Supreme Petrochem Limited
1424,SUPRAJIT,Suprajit Engineering Limited
1425,SUPREMEENG,Supreme Engineering Limited
1426,SUPREMEIND,Supreme Industries Limited
1427,SURANASOL,Surana Solar Limited
1428,SURANAT&P,Surana Telecom and Power Limited
1429,SURYALAXMI,Suryalakshmi Cotton Mills Limited
1430,SURYAROSNI,Surya Roshni Limited
1431,SUTLEJTEX,Sutlej Textiles and Industries Limited
1432,SUULD,Suumaya Industries Limited
1433,SUVEN,Suven Life Sciences Limited
1434,SUVENPHAR,Suven Pharmaceuticals Limited
1435,SUZLON,Suzlon Energy Limited
1436,SWANENERGY,Swan Energy Limited
1437,SWARAJENG,Swaraj Engines Limited
1438,SWELECTES,Swelect Energy Systems Limited
1439,SWSOLAR,Sterling And Wilson Solar Limited
1440,SYMPHONY,Symphony Limited
1441,SYNCOM,Syncom Healthcare Limited
1442,SYNGENE,Syngene International Limited
1443,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited
1444,TAJGVK,Taj GVK Hotels & Resorts Limited
1445,TAKE,Take Solutions Limited
1446,TALBROAUTO,Talbros Automotive Components Limited
1447,TANLA,Tanla Platforms Limited
1448,TANTIACONS,Tantia Constructions Limited
1449,TARC,Anant Raj Global Limited
1450,TARMAT,Tarmat Limited
1451,TASTYBITE,Tasty Bite Eatables Limited
1452,TATACHEM,Tata Chemicals Limited
1453,TATACOFFEE,Tata Coffee Limited
1454,TATACOMM,Tata Communications Limited
1455,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED
1456,TATAELXSI,Tata Elxsi Limited
1457,TATAINVEST,Tata Investment Corporation Limited
1458,TATAMETALI,Tata Metaliks Limited
1459,TATAMOTORS,Tata Motors Limited
1460,TATAMTRDVR,Tata Motors Limited
1461,TATAPOWER,Tata Power Company Limited
1462,TATASTEEL,Tata Steel Limited
1463,TATASTLBSL,Tata Steel Bsl Limited
1464,TATASTLLP,Tata Steel Long Products Limited
1465,TBZ,Tribhovandas Bhimji Zaveri Limited
1466,TCI,Transport Corporation of India Limited
1467,TCIDEVELOP,TCI Developers Limited
1468,TCIEXP,TCI Express Limited
1469,TCIFINANCE,TCI Finance Limited
1470,TCNSBRANDS,TCNS Clothing Co. Limited
1471,TCPLPACK,TCPL Packaging Limited
1472,TCS,Tata Consultancy Services Limited
1473,TDPOWERSYS,TD Power Systems Limited
1474,TEAMLEASE,Teamlease Services Limited
1475,TECHIN,Techindia Nirman Limited
1476,TECHM,Tech Mahindra Limited
1477,TECHNOE,Techno Electric & Engineering Company Limited
1478,TEJASNET,Tejas Networks Limited
1479,TERASOFT,Tera Software Limited
1480,TEXINFRA,Texmaco Infrastructure & Holdings Limited
1481,TEXMOPIPES,Texmo Pipes and Products Limited
1482,TEXRAIL,Texmaco Rail & Engineering Limited
1483,TFCILTD,Tourism Finance Corporation of India Limited
1484,TFL,Transwarranty Finance Limited
1485,TGBHOTELS,TGB Banquets And Hotels Limited
1486,THANGAMAYL,Thangamayil Jewellery Limited
1487,THEINVEST,The Investment Trust Of India Limited
1488,THEMISMED,Themis Medicare Limited
1489,THERMAX,Thermax Limited
1490,THIRUSUGAR,Thiru Arooran Sugars Limited
1491,THOMASCOOK,Thomas Cook  (India)  Limited
1492,THOMASCOTT,Thomas Scott (India) Limited
1493,THYROCARE,Thyrocare Technologies Limited
1494,TI,Tilaknagar Industries Limited
1495,TIDEWATER,Tide Water Oil Company (India) Limited
1496,TIIL,Technocraft Industries (India) Limited
1497,TIINDIA,Tube Investments of India Limited
1498,TIJARIA,Tijaria Polypipes Limited
1499,TIL,TIL Limited
1500,TIMESGTY,Times Guaranty Limited
1501,TIMETECHNO,Time Technoplast Limited
1502,TIMKEN,Timken India Limited
1503,TINPLATE,The Tinplate Company of India Limited
1504,TIPSINDLTD,TIPS Industries Limited
1505,TIRUMALCHM,Thirumalai Chemicals Limited
1506,TIRUPATIFL,Tirupati Forge Limited
1507,TITAN,Titan Company Limited
1508,TMRVL,The Mandhana Retail Ventures Limited
1509,TNPETRO,Tamilnadu PetroProducts Limited
1510,TNPL,Tamil Nadu Newsprint & Papers Limited
1511,TNTELE,Tamilnadu Telecommunication Limited
1512,TOKYOPLAST,Tokyo Plast International Limited
1513,TORNTPHARM,Torrent Pharmaceuticals Limited
1514,TORNTPOWER,Torrent Power Limited
1515,TOTAL,Total Transport Systems Limited
1516,TOUCHWOOD,Touchwood Entertainment Limited
1517,TPLPLASTEH,TPL Plastech Limited
1518,TREEHOUSE,Tree House Education & Accessories Limited
1519,TREJHARA,TREJHARA SOLUTIONS LIMITED
1520,TRENT,Trent Limited
1521,TRF,TRF Limited
1522,TRIDENT,Trident Limited
1523,TRIGYN,Trigyn Technologies Limited
1524,TRIL,Transformers And Rectifiers (India) Limited
1525,TRITURBINE,Triveni Turbine Limited
1526,TRIVENI,Triveni Engineering & Industries Limited
1527,TTKHLTCARE,TTK Healthcare Limited
1528,TTKPRESTIG,TTK Prestige Limited
1529,TTL,T T Limited
1530,TTML,Tata Teleservices (Maharashtra) Limited
1531,TV18BRDCST,TV18 Broadcast Limited
1532,TVSELECT,TVS Electronics Limited
1533,TVSMOTOR,TVS Motor Company Limited
1534,TVSSRICHAK,TVS Srichakra Limited
1535,TVTODAY,TV Today Network Limited
1536,TVVISION,TV Vision Limited
1537,TWL,Titagarh Wagons Limited
1538,UBL,United Breweries Limited
1539,UCALFUEL,Ucal Fuel Systems Limited
1540,UCOBANK,UCO Bank
1541,UFLEX,UFLEX Limited
1542,UFO,UFO Moviez India Limited
1543,UGARSUGAR,The Ugar Sugar Works Limited
1544,UJAAS,Ujaas Energy Limited
1545,UJJIVAN,Ujjivan Financial Services Limited
1546,UJJIVANSFB,Ujjivan Small Finance Bank Limited
1547,ULTRACEMCO,UltraTech Cement Limited
1548,UMANGDAIRY,Umang Dairies Limited
1549,UMESLTD,Usha Martin Education & Solutions Limited
1550,UNICHEMLAB,Unichem Laboratories Limited
1551,UNIDT,United Drilling Tools Limited
1552,UNIENTER,Uniphos Enterprises Limited
1553,UNIONBANK,Union Bank of India
1554,UNITECH,Unitech Limited
1555,UNITEDTEA,The United Nilgiri Tea Estates Company Limited
1556,UNITY,Unity Infraprojects Limited
1557,UNIVASTU,Univastu India Limited
1558,UNIVCABLES,Universal Cables Limited
1559,UNIVPHOTO,Universus Photo Imagings Limited
1560,UPL,UPL Limited
1561,URJA,Urja Global Limited
1562,USHAMART,Usha Martin Limited
1563,UTIAMC,UTI Asset Management Company Limited
1564,UTTAMSTL,Uttam Galva Steels Limited
1565,UTTAMSUGAR,Uttam Sugar Mills Limited
1566,V2RETAIL,V2 Retail Limited
1567,VADILALIND,Vadilal Industries Limited
1568,VAIBHAVGBL,Vaibhav Global Limited
1569,VAISHALI,Vaishali Pharma Limited
1570,VAKRANGEE,Vakrangee Limited
1571,VALIANTORG,Valiant Organics Limited
1572,VARDHACRLC,Vardhman Acrylics Limited
1573,VARDMNPOLY,Vardhman Polytex Limited
1574,VARROC,Varroc Engineering Limited
1575,VASCONEQ,Vascon Engineers Limited
1576,VASWANI,Vaswani Industries Limited
1577,VBL,Varun Beverages Limited
1578,VEDL,Vedanta Limited
1579,VENKEYS,Venky's (India) Limited
1580,VENUSREM,Venus Remedies Limited
1581,VERTOZ,Vertoz Advertising Limited
1582,VESUVIUS,Vesuvius India Limited
1583,VETO,Veto Switchgears And Cables Limited
1584,VGUARD,V-Guard Industries Limited
1585,VHL,Vardhman Holdings Limited
1586,VICEROY,Viceroy Hotels Limited
1587,VIDEOIND,Videocon Industries Limited
1588,VIDHIING,Vidhi Specialty Food Ingredients Limited
1589,VIJIFIN,Viji Finance Limited
1590,VIKASECO,Vikas EcoTech Limited
1591,VIKASMCORP,Vikas Multicorp Limited
1592,VIKASPROP,Vikas Proppant & Granite Limited
1593,VIKASWSP,Vikas WSP Limited
1594,VIMTALABS,Vimta Labs Limited
1595,VINATIORGA,Vinati Organics Limited
1596,VINDHYATEL,Vindhya Telelinks Limited
1597,VINYLINDIA,Vinyl Chemicals (India) Limited
1598,VIPCLOTHNG,VIP Clothing Limited
1599,VIPIND,VIP Industries Limited
1600,VIPULLTD,Vipul Limited
1601,VISAKAIND,Visaka Industries Limited
1602,VISASTEEL,Visa Steel Limited
1603,VISHAL,Vishal Fabrics Limited
1604,VISHNU,Vishnu Chemicals Limited
1605,VISHWARAJ,Vishwaraj Sugar Industries Limited
1606,VIVIDHA,Visagar Polytex Limited
1607,VIVIMEDLAB,Vivimed Labs Limited
1608,VLSFINANCE,VLS Finance Limited
1609,VMART,V-Mart Retail Limited
1610,VOLTAMP,Voltamp Transformers Limited
1611,VOLTAS,Voltas Limited
1612,VRLLOG,VRL Logistics Limited
1613,VSSL,Vardhman Special Steels Limited
1614,VSTIND,VST Industries Limited
1615,VSTTILLERS,V.S.T Tillers Tractors Limited
1616,VTL,Vardhman Textiles Limited
1617,WABAG,VA Tech Wabag Limited
1618,WABCOINDIA,WABCO India Limited
1619,WALCHANNAG,Walchandnagar Industries Limited
1620,WANBURY,Wanbury Limited
1621,WATERBASE,Waterbase Limited
1622,WEALTH,Wealth First Portfolio Managers Limited
1623,WEBELSOLAR,Websol Energy System Limited
1624,WEIZMANIND,Weizmann Limited
1625,WELCORP,Welspun Corp Limited
1626,WELENT,Welspun Enterprises Limited
1627,WELINV,Welspun Investments and Commercials Limited
1628,WELSPUNIND,Welspun India Limited
1629,WENDT,Wendt (India) Limited
1630,WESTLIFE,Westlife Development Ltd
1631,WHEELS,Wheels India Limited
1632,WHIRLPOOL,Whirlpool of India Limited
1633,WILLAMAGOR,Williamson Magor & Company Limited
1634,WINDMACHIN,Windsor Machines Limited
1635,WIPL,The Western India Plywoods Limited
1636,WIPRO,Wipro Limited
1637,WOCKPHARMA,Wockhardt Limited
1638,WONDERLA,Wonderla Holidays Limited
1639,WORTH,Worth Peripherals Limited
1640,WSI,W S Industries (I) Limited
1641,WSTCSTPAPR,West Coast Paper Mills Limited
1642,XCHANGING,Xchanging Solutions Limited
1643,XELPMOC,Xelpmoc Design And Tech Limited
1644,XPROINDIA,Xpro India Limited
1645,YAARII,Yaarii Digital Integrated Services Limited
1646,YESBANK,Yes Bank Limited
1647,ZEEL,Zee Entertainment Enterprises Limited
1648,ZEELEARN,Zee Learn Limited
1649,ZEEMEDIA,Zee Media Corporation Limited
1650,ZENITHEXPO,Zenith Exports Limited
1651,ZENSARTECH,Zensar Technologies Limited
1652,ZENTEC,Zen Technologies Limited
1653,ZODIACLOTH,Zodiac Clothing Company Limited
1654,ZODJRDMKJ,Zodiac JRD- MKJ Limited
1655,ZOTA,Zota Health Care LImited
1656,ZUARI,Zuari Agro Chemicals Limited
1657,ZUARIGLOB,Zuari Global Limited
1658,ZYDUSWELL,Zydus Wellness Limited
